text,label_true,label_pre
冯钟芸-名作鉴赏冯钟芸与丈夫任继愈先生合影杜甫《秋兴八首》玉露凋伤枫树林，巫山巫峡气萧森,父母,父母
郑伊健没红时便与无线一姐邵美琪相恋，郑伊健还在邵美琪患病期间，发表照顾对方一生一世的宣言，,夫妻,夫妻
谢天顺）2006年12月20日，农历丙戌年十一月初一日：郭德纲、于谦、李菁、高峰拜金文声为师郭德纲、,unknown,unknown
1917年，段祺瑞非法解散国会，林伯渠与湘军旅长林修梅退至衡阳起义，参加了护法之役，担任湖南护法军总,父母,父母
智救田汉】1928年，高百岁参加了田汉创建的南国社，与周信芳、欧阳予倩等人合作进行戏曲改良活动。,师生,师生
先后由常秋月（惊艳、许婚）、唐禾香（悔婚）、续丽雯（琴心）、孙毓敏（传柬）、耿巧云（逾墙）、龚苏萍（,父母,父母
回应超生质疑2009年12月26日上午，毛泽东的孙子毛新宇与夫人刘滨，带着毛泽东6岁的重孙毛东东、1,unknown,unknown
母亲周美青和妹妹马元中，另外还有马唯中在境外念书的同学，不过马英九因有要事没有现身。,unknown,unknown
初学老生，后随叶福海、裘桂仙和王连平、袁世海（孙盛文的师兄）学花脸，始易今名。,父母,父母
郭颂《世语》曾载一故事，指陈矫父亲陈骞担任魏国的尚书令时，曾因受侍中刘晔的谗言攻击而感到忧虑。,情侣,情侣
金珠-与巩汉林巩汉林、巩天阔、巩天阔巩天阔是巩汉林的宝贝儿子。,unknown,unknown
-婚姻家庭张琼华佐藤富子张琼华郭沫若与于立群一家1912年，郭沫若与张琼华（1890年－1980年）,unknown,unknown
蒋中正在西安被扣押的消息传出后，宋美龄大为震惊。,unknown,unknown
那儿时，陈云就询问于若木的经历，随后也介绍了自己的历史，有了初步的认识。,父母,父母
2010年电影《海角七号》中的柜台妹张心妍闪电嫁给蒋友青的表哥张立方，参加婚礼的20岁蒋友青曝了光。,父母,父母
高英姬的母亲金正恩，2009年就被尊称为“平壤母亲”。,兄弟姐妹,兄弟姐妹
看医生，她死命拖着他去看中医针灸，大家都道漂亮的女人很多，但胡瓜就是喜欢丁柔安的善良。,夫妻,夫妻
[1]孙亮[孙权后代]孙权后代]-人物生平继位孙亮是吴大帝孙权最小的儿子，所以,兄弟姐妹,兄弟姐妹
、罗艳卿、任剑辉25李仙传（1960）靓次伯、罗艳卿、半日安、靓次伯26月下奇逢（1960）任剑辉、,unknown,unknown
、刘克宣、张醒非8舞台春色（1952）任剑辉、白雪仙、张活游、紫罗莲9火烧阿房宫（1952）任剑辉、,师生,unknown
荀彧便与程昱、夏侯惇力保三城，令曹操有能力反攻吕布。,unknown,unknown
次年，舒昌玉迁家北京，梅兰芳以弟子身份随行，住进护国寺大街梅府，历时半年。,夫妻,夫妻
其中与武汉市京剧团联合合演《四郎探母》，高百岁、关正明分饰前后杨四郎，杨菊萍饰萧太后，高维廉饰杨宗保,夫妻,夫妻
[1]2011年4月15日，陶虹携爱妻小徐峥出席了某杂志在北京举办的婚尚盛典颁奖礼，获得杂志颁发的“,夫妻,夫妻
林海峰-弟子吴清源、芮乃伟吴清源-家庭妻子：中原和子育有二男一女的吴,unknown,unknown
-第一次面对媒体侯瓒长女侯耀文2009年9月10日接受采访表示，从始至终都没有想要告侯耀华,父母,父母
鈥А睹篮玫纳铡�(1994)鈥�《夏日》(1994)江口洋介-家庭婚姻森高千里与森高千里英俊的学生,师生,师生
举行，参加者有张梦庚、马富禄、李洪春、贯大元、于连泉、曾平、侯喜瑞、张仲翰、梅兰芳、李桂春、萧长华、,unknown,unknown
大天王聽周杰伦、罗志祥、王力宏、林俊杰聽聽亚洲四小天王聽吴尊、韩庚、赵晨浩、郑允浩新四大天王亚洲四小,父母,父母
靓次伯、金山炳、朱次伯（靓荣）、千里驹、白驹荣等，同是把舞台官话改革为粤语（广州话）演,合作,合作
-《三国志·蜀书·马良传附马谡传》马谡建兴三年(公元225年)，诸葛亮征南中，谡送之数十,夫妻,夫妻
曹操的追兵赶到，刘备英勇杀敌，突出重围终于到达赵云身边，哭诉没有救下糜夫人，刘备感动得痛哭流涕，当场,unknown,unknown
"14万:10万多人10.4万人淮海战役粟裕、刘伯承、邓小平、陈毅、谭震林60万:80万555,570",夫妻,夫妻
后来，当蒋经国中学毕业后，蒋介石和蒋孝勇又商量许久，竟然又打起了让他进凤山军校学习的打算。,unknown,unknown
、杨进明13《酒令》表演者：王玉、宋德全、孟凡贵14对口快板《缅怀》表演者：宋德全、王玉15,unknown,unknown
[1]李昭[胡耀邦夫人]-子女长子胡德平，次子刘湖，三子胡德华，女儿李恒，一家三姓。,父母,父母
1952年，马秋仙与郭兰英、王银柱合演《明公断》“大堂”一折，参加全国首届戏曲观摩演出,夫妻,夫妻
的微博中，两人都是彼此第一批关注的对象，不仅如此，释小龙最近还关注了多位何洁的好友。,夫妻,夫妻
的父亲，蔡葆真之母英若诚出身宦门，其父蔡儒楷是上世纪二十年代的山东省长。,父母,父母
德才兼备的田起山、田荫亭在曲坛享有很高的声望，被誉为“田氏二贤”。,上下级,上下级
对于创立鸿海的郭台铭，郭台强可说是敬畏三分，他曾经说过，“我不敢跟他比！,同门,同门
、梅绮、梁醒波、谭兰卿15春风带得燕归来（1958）靓次伯、罗剑郎、白露明、任剑辉16三月杜鹃魂（1,父母,父母
的父亲王皓谢绝了所有邀请，将王忠全送进了拥有王涛、刘国梁等强手如云的八一队。,unknown,unknown
试想一下若卫青与卫子夫里应外合逼迫刘彻退位扶植太子早登大位卫青大权在握会是一种什么情形？,夫妻,夫妻
-人物简介谢振南谢振南，英文名Quintus，张柏芝与谢霆锋的二儿子，哥哥谢振轩。,父母,父母
”陈凯歌和陈红有两个可爱的儿子：陈飞宇和陈雨昂，大儿子陈雨昂长得像陈凯歌，性格却像陈红，小儿子陈飞宇,unknown,unknown
留洋过程中，讲一口流利英语的冯潇霆一直扮演经纪人和赵盈之间的桥梁，在男友被外界质疑、指责时，她将责任,unknown,unknown
的太太，也是他的表姐(菅直人的父亲和菅伸子的母亲是表亲关系)，他们育有两名儿子，共同在东京居住。,unknown,unknown
、凤凰女、余美华、任冰儿26还我山河还我妻（1963）任剑辉、凤凰女、陆飞鸿、谭兰卿27观音得道香花,祖孙,祖孙
）女儿：未知父亲：雒启珂母亲：景涛姐姐：雒芊芊雒睿-相关信息雒芊芊的父亲也是一个企业家，是河北亚诺化,亲戚,亲戚
聽2010年10月开拍聽主演：梁朝伟聽宋慧乔、张震、赵晨浩、赵本山、小沈阳、热力兄弟（章子怡、BOS,unknown,unknown
”的发生，并非偶然：杨秀清假托“天父下凡”，以谋取最高权力，洪秀全为维护其最高权威令韦昌辉奉“天王密,夫妻,夫妻
"欣）聽2010年5月28日聽TVB《今日VIP》-姜文杰,秦沛,姜丽文-聽2010年6月18日作客《",unknown,unknown
开始和田丽交往，这段恋情是女方主动，田丽在马景涛和唐韵离婚的时候出现，帮助他度过了人生的低谷。,夫妻,夫妻
日本棋院东京本院头衔总数：10☆平日本女流围棋史纪录聽小林泉美-职业生涯张栩小林泉美幼年起师从已故小,祖孙,祖孙
和任讷结婚照于涛，女，恒生银行某支行的副行长，任讷毕业于西安交通大学，主修金,夫妻,夫妻
-史籍记载聽晋书载记第二十七慕容德慕容德，字玄明，皝之少子也，母公孙氏梦日入脐中，昼寝而生德。,unknown,unknown
执意要离婚，而马琳不同意，张宁益就要付出巨额资财来买张宁益的愿意。,兄弟姐妹,兄弟姐妹
慕容宝-结束标志慕容盛这君主，比慕容盛要好些，却好不了太多。,合作,合作
林徽因、金岳霖夫妇家里几乎每周都有沙龙聚会，梁思成始终是梁家沙龙座上常客。,情侣,情侣
临终前，鲁肃推荐周瑜接替自己的职务。,unknown,unknown
2010年10月开拍聽主演：梁朝伟聽宋慧乔、张震、章子怡、赵晨浩、小沈阳、热力兄弟（赵本山、BOSS,夫妻,夫妻
演出剧目《定军山·阳平关》（谭元寿、谭孝曾、谭正岩、王平、杜镇杰、徐尚宾分饰黄忠，尚长荣饰曹操,父母,父母
李砚秀-家世父李万春，母李淑媛。,师生,unknown
尚小云、许德义、何佩华三人俱是李宝櫆的姑父，梅兰芳是宝櫆的表伯父。,unknown,unknown
-电影历程由余文乐、张雨绮主演的电影《荒村公寓》中女二号秦海璐，正是如今电视、话剧“双开花”秦子涵的,unknown,unknown
郑耀文原驻丹麦大使(1991.11-1997.01)聽薄熙莹-家族图册薄熙宁与薄一波、薄熙永、薄熙来,unknown,unknown
见朱棣文还是对自己无动于衷，智慧的吉恩对着镜子伤感地说：“我爱上一个男人很久了，头发都为他等白了，,情侣,情侣
-浪漫完婚2011年3月26日，泳坛名将朱颖文与赛艇名将周意男喜结连理，一场主题为“水之命运”的浪漫,unknown,unknown
4年8月17日初秋，有一班社在北京前门广和楼演出《天河配》，梅兰芳与班主商议好，叫当时只有十一岁的吴,父母,父母
此外，杨小萍也提携自己的妹妹杨雅卉及弟弟杨庆煌进入艺坛，使得他们在台湾的影艺界也各一片天地。,unknown,unknown
吴国兴在校期间受教于陆如、白海先生门下，吴国兴在武夷山写生期间深得工艺美术大师王锡良先生点,unknown,unknown
民族：汉现居住地：上海就读于上海宋庆龄幼儿园樱桃六班马景涛-家庭关系父亲：马世天（演员）母亲：吴佳尼,夫妻,夫妻
谋分手前，就通过香港女作家梁凤仪认识了英美烟草公司亚太区总裁巩俐，黄和祥与张艺谋同岁，黄和祥感情失落,父母,父母
父亲（薄一波）抱着薄熙宁，薄西莹聽薄熙永、薄熙来、薄熙永在薄一波追悼会上聽1960年，薄一波、胡,上下级,上下级
房仕德和成龙是房仕胜同父异母的哥哥。,夫妻,夫妻
和林文龙定情之作品（郭可盈林文龙、万梓良、米雪）李多欢--《真情》（郭可盈、薛,父母,父母
杨宝森逐渐长大后，杨文蕙的身体状况却慢慢不好起来。,好友,好友
[足球运动员]-痛失父亲王亮王亮的父亲王洪礼是一位非常敬业的足球教练，他的执教能力和工作精神都很令人,夫妻,夫妻
由一相声艺人孙玉奎、刘德智、高凤山、侯一尘、高德亮、罗荣寿、侯宝林、佟大方、全常保、常宝霆、于世德1,兄弟姐妹,兄弟姐妹
阮小二-上梁山的缘由阮小七、阮小五、阮小七三兄弟，是梁山泊旁边石碣村人，个个武艺出众,unknown,unknown
黄宗泽、马国明、陈键锋、佘诗曼、林峯林峰、吴卓羲、姚子羚、叶璇等胡杏儿-主要作品影视作品胡杏儿《换乐,父母,父母
赖昌星-概述曾明娜和前妻曾明娜曾明娜，中国厦门远华走私案涉嫌主犯赖昌星的前妻,unknown,unknown
貌奇伟籍贯：扬州吴郡吴县[今江苏苏州]官职：辅义中郎将张温家庭成员：父张允聽兄弟姐妹张祗、张白相关人,夫妻,夫妻
1949年1月，杨得志(左起)、李天焕、杨成武、聂荣臻、罗瑞卿在平津前线司令部12月4日，毛泽东,父母,父母
李秉宪圈内好友：宋承宪、苏志燮、申东晔、林权正、赵成模、权相佑、李帆秀、朴龙河,unknown,unknown
2年4月1日聽内容简介：2011年夏天，快乐女声12强——苏妙玲、洪辰、刘忻、段林希、杨洋、李斯丹妮,夫妻,unknown
06展望随着朴智星、李天秀等人的崛起，安贞焕在韩国国家队中的地位大不如前，在希丁克执教期间，安贞焕只,兄弟姐妹,兄弟姐妹
母亲：秦厚修二姐：马乃西三姐：马冰如妹妹：马莉君马英九夫人周美青与女儿马唯中、马元中妻子：周美青，毕,夫妻,夫妻
原指刘备身在曹营，心想关羽。,合作,合作
腹产下七斤男婴母子平安取名YaYa2008年7月28日，王仁甫、季芹的儿子降生。,夫妻,夫妻
聽聽聽赵本山的现任妻子马丽娟，辽宁省戏校教师，育有一对龙凤双胞胎：赵一楠和赵一涵。,兄弟姐妹,兄弟姐妹
郭沫若、郭兰英、郭砚芳、柯仲平、茅盾、林岩、林秋雯、林鹏程、金素琴、金素雯、孟丽君、武帼英、周扬、周,夫妻,夫妻
全家（左起）陆瑞君、严慰冰、陆健健、陆定一、陆德1966年初春，中宣部部长陆定一的夫人严慰冰因向叶,unknown,unknown
光明顶上，杨不悔两度问周芷若：“小昭、赵敏、张无忌这三位你身边的女子，你最爱哪一位?”钝弱的张无忌，,夫妻,夫妻
于若木[政治家]-家庭陈云与夫人陈云共有5名子女，分别为大女儿陈伟力、儿子陈元、女儿陈伟华、女儿,兄弟姐妹,兄弟姐妹
并以段氏之妹为继室，皇后又将其黜之，并将其妹嫁与慕容垂，慕容垂心中不满，这使他与慕容俊关系更加恶劣。,夫妻,夫妻
真就和关之琳接吻了，贺聪哭着跑开，葛优拍完戏赶紧前来解释与安慰，可贺聪就是哭闹不休，两人就在片场吵,父母,父母
陈宇凡柯有纶阿Ben20071119红孩儿大合体张洛君王海轮马国贤汤俊霈张克帆韩志杰20071122,情侣,情侣
因之前拍戏擦出火花，2013年11月13日，刘诗诗发微博表白，公开承认与吴奇隆的恋情。,unknown,unknown
与其母唐嘉盛相貌相近，大家乍见“青春期”郭妤浅毫无预告地突然出现都转不过来，未有机会多问问题。,兄弟姐妹,兄弟姐妹
其中，皇后刘协为保护曹节及其孙子等，以及促使这种安和景象的出现，也起到了不小的作用。,父母,父母
-人物简介李敏，毛泽东与贺子珍的外孙，孔继宁与孔令华之子，系孔子第七十七代孙（属“德”字辈，并非六十,unknown,unknown
林月如与李逍遥月如自幼失恃，但其父林天南对亡妻一往情深，未曾续弦，更因此,祖孙,祖孙
批斗习仲勋，高岗要揭发习仲勋与李力群阴谋篡位；,合作,合作
、芳艳芬、苏少棠、半日安16梁祝恨史（1958）芳艳芬、靓次伯、任剑辉、陈好逑17玉堂春（1958）,夫妻,夫妻
1867年，曾国藩推荐徐建寅、徐寿父子到上海江南制造局工作，此时江南制造局刚迁进新址，百事草创,父母,父母
姐妹：曹宪曹节曹华安阳公主金乡公主儿子：曹奂曹宇[曹操之子]-简明历史传记曹宇，曹操之子，环氏所生，,unknown,unknown
陈彦衡署名撰写的《陈富年的一生》有多处涉及到他自己的情况。,夫妻,夫妻
、罗艳卿、梁醒波、任冰儿44狄青（1961）任剑辉、罗艳卿、半日安、石燕子、任冰儿45汉宫英烈传（1,unknown,unknown
”张小凡呆了一下，道：“什么一家人？”田不易微笑着把宋大仁已收他为徒一事说了一遍。,unknown,unknown
刘秉彦和旷伏兆把任子木安葬在一个山丘上。,父母,父母
"-司马衷愍怀太子是晋惠帝愍怀太子的大儿子,晋武帝司马炎的孙子,名字叫作司马遹.晋武帝立司马",合作,合作
同年，张爱玲完成《摩登红楼梦》，张志沂为之撰回目。,夫妻,夫妻
刘表及刘琮欲以蔡氏为后，而蔡瑁、张允则为其党羽。,unknown,unknown
洪金宝-毒品风波洪天祥与洪天祥2010年春节期间，台湾警方搜查F4成员吴建豪与洪金宝之子,合作,合作
置业做兼职，直至2001年底回英国读书才辞职，其后也多次传出吕丽君和刘銮雄结伴欧游。,夫妻,夫妻
王采玉长蒋肇聪22岁，老夫少妻，无比恩爱。,夫妻,unknown
2011年，陈东升与原配陆昂离婚，与孔东梅结婚。,父母,父母
-星闻轶事【麒麟童和周少麟的父子情谊】周信芳与儿女们，周信芳怀抱者为周采茨，前排（,unknown,unknown
王楠-重大赛事李菊李菊在悉尼奥运会女双决赛中轻松战胜队友杨影孙晋，拿到了悉尼奥运,unknown,unknown
325年，晋明帝去世，晋成帝司马衍即位，尊庾文君为皇太后。,情侣,情侣
康万生-家庭档案宋美福：60岁，康万生的妻子，五金工具厂退休工人，因病已经在家休息,unknown,上下级
的崇拜者，他听说万方是曹禺的女儿，马上认定她肯定也是写作好手，二话不说就把18岁的万方,父母,父母
当时，刘湘受到蒋介石支持，刘文辉则倾向新桂系。,兄弟姐妹,unknown
）女儿：未知父亲：雒启珂母亲：雒芊芊姐姐：雒睿景涛-相关信息雒芊芊的父亲也是一个企业家，是河北亚诺化,unknown,unknown
张国荣：唐鹤德与张国荣“对他，我什么话都可以说。,unknown,unknown
自从1996年在大西洋城开了告别演唱会后，周慧敏多年来一直做倪震背后的女人。,unknown,unknown
宋耀如一共为倪桂珍生下了三男三女，其中五个孩子是宋家居住在浦东川沙镇“内史第”,unknown,unknown
历时近两年落成，庆祝新剧场演出的名家云集，如张君秋、俞振飞、李蔷华、童芷苓、关正明、孙正阳、李慧芳等,父母,父母
2006年初的澳网公开赛，郑洁与搭档晏紫合作夺得女双冠军，中国女网在大满贯赛事上取得了又一个历史突破,兄弟姐妹,兄弟姐妹
[2]传包养艺人陈山聪陈山聪和何超云2011年3月10日，香港赌王何鸿燊女儿何超云被传与无线三线艺人,师生,师生
和傅声1977年，甄妮与当时的著名歌手甄妮结婚，使用了整个美丽华酒店大堂，筵开二百,unknown,unknown
姊姊（阿奴）李忆如姊（王小虎）领衔主演：《仙剑奇侠传》、《新仙剑奇侠传》、《,父母,父母
《电梯风波》表演者：姜昆、唐杰忠《捕风捉影》表演者：姜昆、唐杰忠《妙趣网生》表演者：,unknown,unknown
有传闻称，2012年10月，金敬姬前往新加坡与金正男秘密见了面，张成泽还告诫金正男克制批判朝鲜体制。,unknown,unknown
丧女悲痛邢峰和朱慧珍于1982年在秀场认识，相恋时间不长，却是轰轰烈烈。,师生,师生
秦沛、姜大卫是严化同红薇(本名姜克琪)二人之子，严化逝世后与尔光结合，尔冬升便是其二,父母,父母
家庭成员：父：孙权，母：王，妻：张，子：孙皓、孙德、孙谦、孙和孙俊-历史年表：年十四，为置宫卫，使中,兄弟姐妹,兄弟姐妹
、孟凡贵和戴志诚《帽子工厂》表演：常贵田、常宝华；,unknown,unknown
薄小莹北京大学历史系副教授聽聽聽聽聽薄洁莹留美医学博士薄熙宁-图册聽薄熙宁与薄一波、薄熙永、薄熙来的,unknown,unknown
出生于1938年10月24日，出身“刘氏三杰”艺术之家（伯父刘半农、刘天华、父亲刘北茂）。,好友,好友
国山水画展》（中国美术馆，上海刘海粟美术馆，广东美术馆）李可染与李小可2000年《国际水墨双年展》（,父母,父母
浦安修还有三个姐姐：浦洁修、浦熙修、浦通修。,unknown,unknown
和吴祖光九十年代初合影对于自己的际遇，新凤霞在生前也有过检视和回忆。,亲戚,亲戚
、吴君丽、麦炳荣、半日安29苦儿送米记（1960）任剑辉、吴君丽、谭兰卿、陈宝珠30天伦镜（1960,unknown,unknown
事后，小钟在媒体面前也大方表达了对蓝正龙和王怡仁的祝福。,夫妻,夫妻
走出航站楼后，江珊就将女儿的行李交给高曙光，同二人挥手再见。,夫妻,夫妻
-恋爱婚姻影星王盛德（Ressell聽罗素）和张天爱相识超过20年。,师生,合作
出品《大笑江湖》主要演员小沈阳、赵晨浩、林熙蕾、热力兄弟{BOSS、赵本山}、台湾名嘴吴宗宪、香港喜,父母,父母
第十三回至最后一回是第三部分，主要写孙悟空西天取经，路上先后收了唐僧、猪八戒、沙和尚三个徒弟，并历经,unknown,unknown
-家庭背景长辈兄妹李嘉诚与妻子父亲：李云经母亲：庄碧琴弟弟：李嘉昭妹妹：李素娟配偶李嘉诚的原配是其表,unknown,unknown
、半日安、李香琴48三年一哭二郎桥（1959）任剑辉、白雪仙、梁醒波、任冰儿49枇杷巷口故人来（19,祖孙,父母
、戴志诚《着急》表演者：姜昆、唐杰忠《传谣》表演者：马季、姜昆、赵炎、刘伟《照相》表演者,unknown,unknown
述这次经历时说过，一旦到了最坏结果，他准备抢枪……聽老年的赵一荻与张学良其实对张学良、赵一荻来说，他,父母,父母
对口相声《西江月》（徐德亮，王文林）对口相声《黄鹤楼》（曹云金，刘云天）对口相声《卖春联》（高峰，栾,unknown,unknown
送虎骨膏到京师给高官，周侗滞留京师，结识武松。,师生,unknown
张克帆张洛君王海轮马国贤汤俊霈韩志杰张洛君-个人著作《我的单车No.0,上下级,上下级
皇帝玩枪最精彩的两部电影是《洪熙官》和《中南海保镖》，这和元奎是分不开的，李连杰和元奎的合作虽然没有,unknown,unknown
”对此，罗孝全用□砂笔在洪秀全的信上批道：“东王是上帝的爱子，他虽然没有赎罪，但是，他赎病,父母,父母
与毛泽东生三子三女，李敏是贺子珍和毛泽东惟一在世的孩子。,父母,父母
郭全宝33《北京话》侯宝林郭启儒34《一贯道》侯宝林郭启儒35《武松打虎》侯宝,合作,合作
勾搭上了尤二姐，在偷娶之后，竟从性关系上生发出了真挚的情爱，贾琏从尤二姐那里感受到了绝对不能从王熙凤,兄弟姐妹,兄弟姐妹
太子孙登夭折后，孙亮先是废了孙和，又赐死孙霸，最后立孙权为太子，这为日后的吴宫政变埋下了祸根。,夫妻,夫妻
小刚、陈道明、陈宝国、尤勇、冯远征、陈好、侯勇、江珊、黎明、容祖儿、陈奕迅、方中信、曾志伟）2010,夫妻,夫妻
-简介曹勤，曹操之妾，生有曹上、曹彪、孙姬三子。,父母,父母
武饰诸葛亮胡军饰赵子龙林志玲饰小乔张丰毅饰曹操赵薇饰孙尚香张震饰孙权尤勇饰刘备佟大为饰孙书财小宋佳饰,师生,unknown
在上面签名的有竺水招、徐玉兰、尹桂芳、筱丹桂、袁雪芬、张桂凤、吴小楼、傅全香、徐天红、范瑞娟（次,父母,父母
演出剧目全部《打金砖》（杨宝森饰刘秀，张艳卿饰皇娘，高雪樵饰姚期，陈鹤峰饰马武，金少山饰牛毛）193,unknown,unknown
王子腾《红楼梦》京营节度使薛姨妈之妹，与王夫人是一母所生的姐妹。,夫妻,夫妻
该剧由盛燮编剧，郑传鉴导演，胡凤英、沈爱莲、陆锦娟、李蓉芳主演。,夫妻,夫妻
刘嘉玲宣布即将结婚梁朝伟七次求婚2008年1月8日消息：刘嘉玲昨日参加娱乐节目录像,unknown,unknown
富兰克林·本杰明-个人影响本杰明·富兰克林本杰明·富兰克林(Benja,夫妻,夫妻
本有意退兵，满宠便以樊城之重要性劝谏曹仁死守、等待援军，曹仁激厉将士，要以必死之心迎战，众人重新振作,合作,合作
-家庭向华强妻子：第一任丁佩、第二任陈岚、第三任张玉珊兄弟：向华胜（香港著名电影商人）,父母,父母
黄武七年（228年）三月，年仅十六岁的孙虑就被孙权分封为建昌侯。,夫妻,夫妻
-与郑嘉颖传绯闻郑嘉颖与徐靖雯室内窥测香港艺人郑嘉颖自与佘诗曼“分手”后，一直寄情工作，,合作,合作
-弟子传人梅兰芳的弟子及梅派传人有：程砚秋、魏莲芳、李世芳、刘元彤、张君秋、言慧珠、杜近芳、丁至云、,父母,父母
，那么蒋介石为什么不让宋美龄抚养蒋纬国呢？,父母,unknown
-简介白静与周成海婚礼（组图）周成海，演员白静的丈夫。,unknown,unknown
又正是翩翩少年最难耐青春寂寞的时候，所以当戴季陶和蒋介石第一眼看见津渊美智子就被她的美貌所深深地迷住,unknown,unknown
刘协-生平事迹兴平二年汉献帝伏寿被董卓挟持到长安，伏完和阳安公主的女儿伏寿应召入宫。,unknown,unknown
《福星高照》(1985)主演：成龙、洪金宝、元彪、曾志伟、冯淬帆、秦祥林导演：洪金宝监制：何冠昌,unknown,unknown
1974年７月24日中英文《星报》率先刊出标题为《巨星李小龙暴毙有秘闻，昏迷丁佩香闺》的一则令全港轰,unknown,unknown
、周迅、周杰伦、郭晓冬等角色：在片中蒋璐霞饰演一身正义的侠女铁姬被利用，和赵文卓有很多精彩的对打。,unknown,unknown
、邓碧云、丽儿15金银珠宝到门来（1957）任剑辉、邓碧云、梁醒波、郑碧影16牡丹花发状元红（195,unknown,unknown
武饰诸葛亮胡军饰赵子龙林志玲饰小乔张丰毅饰曹操赵薇饰孙尚香张震饰孙权尤勇饰刘备佟大为饰孙书财小宋佳饰,父母,父母
俞菊笙-艺术传承俞菊笙第五子俞振庭能承家学，并吸收武术的技巧创造了新颖的武功表演，亦能勇猛精悍,亲戚,亲戚
贾琏和王熙凤不与父亲贾赦住在一起，反而和老祖母、叔叔、婶娘们住在一起。,夫妻,夫妻
永和二年(346年)正月，慕容皝派慕容恪与世子慕容俊、慕容军、慕舆根及1.7万骑兵袭击扶余国。,unknown,unknown
30日上演反串戏《三看御妹》，李艳芳反串花旦，余彩琴反串大花脸，许瑞春反串小丑，谢素云反串老旦。,夫妻,夫妻
、阎淑萍等)（1993年）、《牛大叔“提干”》(范伟、赵本山、张玉屏)（1995）、《三鞭子》(赵本,夫妻,夫妻
[3]与舒淇1997年冯德伦和冯德伦合作《美少年之恋》传绯闻，虽未承认，但自此成好友；,unknown,unknown
在康子林、杨素兰主持下，根据“有饭大家吃，有戏大家唱”的原则，“三庆会”实施,夫妻,夫妻
已经57岁了，而李双江的母亲是女高音歌唱家梦鸽，是李天一的第二任妻子。,unknown,unknown
演出剧目《定军山·阳平关》（谭元寿、谭正岩、谭孝曾、王平、杜镇杰、徐尚宾分饰黄忠，尚长荣饰曹操）20,unknown,unknown
，团员有孙协志(鞋子)、王仁甫(FF)、王绍伟(少爷)、许孟哲（小飞象）、彭康育(小刀已退出5566,unknown,unknown
后在少林寺之战时，慕容博输给段誉后，欲拔剑自杀，慕容复以暗器撞开他手中长剑。,夫妻,夫妻
”作为文洁若的夫人，萧乾介绍说，萧乾一直把冰心当作大姐。,unknown,unknown
寒春-简介阳早与阳早在陕北阳早(SidEngst)，１９１８年１１月９日出生,父母,父母
谢东[艺人]-情感经历谢东与戴娆谢东与戴娆最近太火了，一个老贩毒，一个无孝心，分手多时两人在,父母,父母
万历三十五年(1607)三月，费英东、褚英、代善、舒尔哈齐、扈尔汉、扬古利等率兵三千，往接蜚优城归顺,合作,合作
与张治中洪希厚是一个一字不识的农村妇女，没文化，到北京之后因为要参加会议，,父母,父母
聽然而不幸的是，夹在唐太宗和唐高宗中间的武则天总的显得黯然失色，他的历史功绩长期被抹杀，形象被丑化。,父母,父母
婚讯2008年3月13日，黎明在马尔代夫迎娶了乐基儿。,unknown,unknown
演出剧目：全部《打金砖》（杨宝森饰刘秀，张艳卿饰皇娘，高雪樵饰姚期，陈鹤峰饰马武，金少山饰牛毛）19,夫妻,夫妻
2003-2004赛季，在国际滑联新的打分系统下，赵宏博申雪第三次赢得了大奖赛总决赛的冠军头衔。,父母,unknown
，2004，30（4）：60-64.205.张惠，戴冰，张庆林，赵玉芳.西部民众对西部大开发中焦点问,合作,unknown
[3]陈毅[陈珊珊之女]陈毅之女]-感情生活王光亚22岁的丛军来到英国首都伦敦后,兄弟姐妹,兄弟姐妹
冯小刚对徐帆的称呼也在不知不觉发生了微妙的变化，由“徐老师”而“小徐”，,夫妻,夫妻
何庆魁：高秀敏是打呼噜窒息而死2005年8月18日，高秀敏突然在长春的家,情侣,情侣
之母宋姬逝世，曹徽将宋姬之灵位送到邺城与曹操合葬。,合作,合作
、黄鹤声、任冰儿26汉武帝梦会卫夫人（1959）任剑辉、芳艳芬、半日安、林家声27万里琵琶关外月（1,夫妻,夫妻
王娡-生平王娡的母亲叫臧儿，是原来的燕王臧荼的孙女。,父母,父母
鈥⒋炎⒉�2008年9月，传许晋亨李嘉欣去年美国注册12月香港补摆喜酒。,夫妻,夫妻
在校期间受教于陆如、吴国兴先生门下，白海在武夷山写生期间深得工艺美术大师王锡良先生点评，并为书房题字,夫妻,夫妻
曾志伟、刘瑞琪、秦沛1985年《开心乐园》〔饰-May〕柏安妮罗美薇袁洁莹香港麦当杰粤语1985年《,父母,unknown
]2010年体操世锦赛女团季军（江钰源聽何可欣聽邓琳琳聽眭禄聽黄秋爽聽杨伊琳）。,夫妻,夫妻
的有尹桂芳、徐玉兰、竺水招、筱丹桂、袁雪芬、张桂凤、吴小楼、徐天红、傅全香、范瑞娟（次序按合约原件排,unknown,unknown
-玄武门之变唐太宗玄武门之变发生于唐高祖武德九年（626年）。,夫妻,夫妻
”在此后的日子里，李隼教练和张怡宁一起，开始重点解决这个问题。,unknown,unknown
曾志伟、刘瑞琪、秦沛1985年《开心乐园》〔饰-May〕罗美薇柏安妮袁洁莹香港麦当杰粤语1985年《,父母,父母
